# The 2MASS Redshift Survey
# Huchra et al., ApJS, in press
#
# http://tdc-www.harvard.edu/2mrs/
# catalog version 2.4, 2011 Dec 16
# maintained by Lucas Macri, lmacri@tamu.edu
#
# Galaxies within our survey boundaries without a measured redshift. Please observe them and let us know! Thanks!
#
#ID               RAdeg     DECdeg      l         b       k_c    h_c    j_c    k_tc   h_tc   j_tc  e_k   e_h   e_j   e_kt  e_ht  e_jt  e_bv r_iso r_ext  b/a  flgs  type  ts
17041353-7750159 256.05634 -77.83778 314.56592 -21.17382 11.602 11.952 12.638 11.419 11.714 12.408 0.075 0.052 0.043 0.070 0.053 0.046 0.104 1.215 1.453 0.500 0000 98    NN
17412502-1031495 265.35431 -10.53046  15.32819  10.36157 11.602 11.853 12.676 11.505 11.758 12.571 0.089 0.065 0.075 0.092 0.076 0.095 0.779 1.305 1.514 0.300 0333 98    NN
04061052+2923379  61.54392  29.39392 166.03996 -16.74608 11.603 11.881 12.819 11.379 11.644 12.539 0.059 0.051 0.053 0.061 0.058 0.065 0.704 1.155 1.471 0.400 0000 98    NN
15443960-3723207 236.16508 -37.38914 337.05954  13.75039 11.603 11.805 12.520 11.463 11.714 12.425 0.070 0.043 0.042 0.068 0.049 0.051 0.295 1.100 1.357 0.860 0000 98    NN
21352090+8906537 323.83157  89.11490 122.18491  26.54608 11.603 11.820 12.534 11.257 11.224 12.277 0.073 0.063 0.044 0.080 0.062 0.063 0.260 1.182 1.574 0.700 0333 98    NN
03281458+3029543  52.06079  30.49847 158.69437 -21.27448 11.604 11.813 12.545 11.501 11.704 12.481 0.054 0.047 0.044 0.058 0.055 0.061 0.980 1.262 1.486 0.320 0000 98    NN
03553757+6355341  58.90651  63.92610 141.56354   7.93656 11.604 11.828 12.499 11.524 11.571 12.261 0.075 0.056 0.047 0.078 0.056 0.052 0.585 1.117 1.371 0.640 0000 98    NN
06324944-0855318  98.20605  -8.92548 218.81952  -8.16788 11.604 11.973 12.642 11.484 11.673 12.465 0.083 0.061 0.053 0.084 0.060 0.063 0.596 1.134 1.387 0.560 0333 98    NN
08252582-4652205 126.35754 -46.87231 263.91855  -5.17531 11.604 11.825 12.590 11.290 11.393 12.189 0.097 0.076 0.082 0.117 0.097 0.114 0.924 1.068 1.486 0.420 0000 98    NN
11185926-7201533 169.74689 -72.03151 295.85886 -10.44110 11.604 11.859 12.517 11.512 11.691 12.351 0.077 0.053 0.045 0.077 0.055 0.049 0.270 1.182 1.418 0.440 0133 98    NN
15581073-6706075 239.54503 -67.10198 319.66650 -10.51525 11.604 11.782 12.455 11.516 11.516 12.224 0.056 0.036 0.031 0.057 0.034 0.032 0.109 0.978 1.273 0.680 0333 98    NN
22301046+5159085 337.54355  51.98566 101.99100  -5.04799 11.604 11.873 12.558 11.435 11.672 12.267 0.063 0.056 0.055 0.063 0.061 0.058 0.252 1.093 1.372 0.800 0333 98    NN
03391802+1424548  54.82511  14.41519 172.59602 -31.82974 11.605 11.853 12.580 11.471 11.588 12.286 0.065 0.033 0.033 0.069 0.035 0.037 0.414 1.146 1.468 0.340 0000 98    NN
04223129+3609042  65.63046  36.15116 163.62018  -9.54256 11.605 11.832 12.560 11.339 11.515 12.229 0.059 0.052 0.043 0.072 0.067 0.059 0.660 1.068 1.479 0.860 0000 98    NN
05394670+4222060  84.94459  42.36834 167.91638   6.02845 11.605 11.807 12.491 11.382 11.535 12.151 0.088 0.066 0.054 0.085 0.066 0.054 0.439 1.294 1.534 0.600 0333 98    NN
06144680+2828263  93.69495  28.47403 183.57391   5.32441 11.605 11.812 12.464 11.475 11.684 12.394 0.051 0.043 0.040 0.054 0.051 0.054 0.982 1.033 1.314 0.760 0000 98    NN
03402770+1533113  55.11544  15.55315 171.90019 -30.81963 11.606 11.888 12.581 11.474 11.655 12.338 0.073 0.039 0.036 0.072 0.039 0.039 0.338 1.143 1.388 0.600 0000 98    NN
04320163+3549447  68.00681  35.82903 165.19113  -8.36253 11.606 11.936 12.847 11.186 11.443 12.241 0.064 0.044 0.047 0.087 0.064 0.069 0.583 1.104 1.574 0.880 0000 98    NN
06484330-1847200 102.18050 -18.78885 229.49448  -9.02399 11.606 11.991 12.676 11.340 11.909 12.489 0.104 0.075 0.076 0.104 0.103 0.101 0.643 1.212 1.510 0.560 0233 98    NN
17101255-2614386 257.55234 -26.24414 357.90247   8.02431 11.606 11.859 12.518 11.358 11.633 12.305 0.111 0.097 0.107 0.126 0.126 0.149 0.508 1.090 1.459 0.960 0212 98    NN
05254442+1203515  81.43512  12.06431 191.96219 -12.86192 11.607 12.072 12.837 11.147 11.436 12.111 0.111 0.081 0.081 0.133 0.097 0.096 0.607 1.188 1.603 0.780 0000 98    NN
05284520+1816048  82.18836  18.26797 187.01047  -8.94001 11.607 11.935 12.635 11.504 11.747 12.509 0.072 0.048 0.047 0.072 0.050 0.057 0.479 1.378 1.576 0.240 0333 98    NN
07495154-5256146 117.46474 -52.93737 266.12811 -13.21528 11.607 11.839 12.555 11.254 11.529 12.035 0.079 0.050 0.044 0.086 0.063 0.050 0.261 1.243 1.625 0.680 0111 98    NN
07533947-5655382 118.41438 -56.92737 270.02832 -14.58803 11.608 12.032 12.836 11.450 11.837 12.682 0.075 0.059 0.051 0.073 0.063 0.062 0.293 1.093 1.348 0.800 0333 98    NN
15090970-6459561 227.29042 -64.99895 316.83267  -5.91276 11.608 11.869 12.437 11.362 11.784 12.247 0.123 0.090 0.092 0.119 0.115 0.112 0.653 1.272 1.547 0.540 0333 98    NN
07102341-3445219 107.59763 -34.75614 246.25528 -11.51066 11.609 11.858 12.572 11.394 11.549 12.220 0.089 0.062 0.047 0.092 0.065 0.050 0.219 1.114 1.429 0.860 0000 98    NN
07351844-3707127 113.82686 -37.12011 250.68903  -8.05763 11.609 11.936 12.683 11.510 11.875 12.607 0.080 0.053 0.050 0.081 0.063 0.063 0.501 1.270 1.499 0.300 0333 98    NN
06382593-3718100  99.60806 -37.30275 246.08636 -18.45081 11.610 11.901 12.613 11.456 11.649 12.377 0.090 0.051 0.047 0.085 0.049 0.049 0.107 1.250 1.474 0.460 0000 98    NN
04251987+1345222  66.33286  13.75618 181.59573 -23.95968 11.611 11.978 12.726 11.482 11.753 12.487 0.058 0.050 0.047 0.060 0.054 0.055 0.740 1.033 1.310 0.740 0000 98    NN
05290422+2143269  82.26757  21.72412 184.11566  -7.00798 11.611 11.880 12.524 11.415 11.646 12.356 0.064 0.041 0.038 0.070 0.048 0.051 0.398 1.041 1.399 0.780 0000 98    NN
21375273+6341415 324.46973  63.69492 103.36140   8.44521 11.611 11.806 12.603 11.474 11.741 12.553 0.083 0.071 0.061 0.084 0.083 0.080 0.681 1.250 1.471 0.480 0000 98    NN
21510815+4434559 327.78400  44.58221  92.37128  -7.32884 11.611 11.846 12.562 11.359 11.638 12.491 0.087 0.057 0.052 0.085 0.065 0.071 0.371 1.281 1.578 0.640 0333 98    NN
13593107-7643338 209.87978 -76.72614 306.91046 -14.38314 11.612 12.030 12.864 11.267 12.030 12.861 0.195 0.152 0.142 0.147 0.101 0.189 0.190 1.581 1.670 0.540 0111 98    NN
06403306-4551090 100.13801 -45.85252 254.79976 -20.89295 11.613 11.926 12.700 11.502 11.782 12.536 0.076 0.059 0.049 0.075 0.067 0.060 0.057 1.378 1.577 0.240 0303 98    NN
14284405-7002151 217.18340 -70.03748 311.11115  -8.72611 11.613 11.884 12.549 11.483 11.447 12.035 0.078 0.061 0.057 0.090 0.060 0.055 0.409 1.097 1.429 0.680 0222 98    NN
14505863-4049387 222.74420 -40.82747 326.09991  16.60525 11.613 11.930 12.624 11.415 11.532 12.142 0.081 0.056 0.046 0.080 0.057 0.041 0.101 1.127 1.413 0.820 0000 98    NN
20330565+5403016 308.27359  54.05045  90.52571   8.33193 11.613 11.991 12.718 11.478 11.847 12.609 0.077 0.045 0.048 0.076 0.051 0.060 0.406 1.107 1.366 0.680 0000 98    NN
06422686-3254410 100.61196 -32.91135 242.11780 -16.08452 11.614 11.946 12.681 11.237 11.658 12.565 0.088 0.059 0.045 0.100 0.083 0.078 0.097 1.212 1.607 0.900 0333 98    NN
07232079-2817440 110.83665 -28.29554 241.64149  -6.16497 11.614 11.940 12.576 11.514 11.822 12.447 0.084 0.062 0.051 0.088 0.072 0.062 0.350 1.083 1.348 0.820 0000 98    NN
16432178-5829280 250.84087 -58.49106 329.52634  -8.17167 11.614 11.891 12.641 11.525 11.583 12.602 0.081 0.055 0.059 0.083 0.052 0.077 0.300 1.045 1.320 0.800 0222 98    NN
19475678+4237421 296.98660  42.62839  76.74821   8.56835 11.614 12.007 12.819 11.431 11.861 12.594 0.070 0.049 0.051 0.069 0.058 0.062 0.368 1.408 1.615 0.240 0222 98    NN
03444712+4559150  56.19638  45.98745 151.64488  -6.99747 11.615 11.813 12.503 11.428 11.650 12.295 0.062 0.045 0.040 0.062 0.051 0.047 0.464 1.090 1.390 0.940 0333 98    NN
04205027+4037104  65.20946  40.61954 160.16452  -6.64892 11.615 11.849 12.586 11.496 11.795 12.472 0.063 0.056 0.048 0.064 0.068 0.059 0.700 1.288 1.511 0.340 0000 98    NN
07233977-2826426 110.91570 -28.44514 241.80727  -6.17256 11.615 11.886 12.590 11.327 11.762 12.412 0.087 0.061 0.053 0.101 0.092 0.081 0.347 1.079 1.476 0.800 0333 98    NN
05594532+4223345  89.93890  42.39299 169.75874   9.23367 11.616 11.947 12.647 11.467 11.734 12.400 0.060 0.041 0.037 0.059 0.043 0.039 0.266 1.230 1.459 0.500 0111 98    NN
18384999-2510328 279.70834 -25.17579   8.98710  -8.60937 11.616 11.849 12.468 11.477 11.493 12.170 0.104 0.093 0.091 0.111 0.091 0.100 0.423 1.079 1.391 0.700 0133 98    NN
20224280+0258137 305.67831   2.97057  46.53373 -18.72689 11.616 11.813 12.610 11.121 11.337 12.305 0.082 0.057 0.050 0.110 0.085 0.095 0.183 1.149 1.626 0.820 0313 98    NN
05400089+4921163  85.00372  49.35453 161.90572   9.68479 11.617 11.889 12.649 11.466 11.722 12.507 0.059 0.047 0.039 0.058 0.050 0.046 0.336 1.307 1.518 0.340 0000 98    NN
05462325+0114447  86.59693   1.24586 204.22322 -13.84272 11.617 11.825 12.519 11.597 11.629 12.243 0.076 0.055 0.050 0.083 0.058 0.052 0.527 1.158 1.376 0.540 0313 98    NN
14212488-7023508 215.35353 -70.39752 310.39563  -8.84072 11.617 11.957 12.763 11.490 11.709 12.517 0.082 0.051 0.059 0.082 0.052 0.064 0.291 1.064 1.333 0.820 0141 98    NN
14562109-5155537 224.08789 -51.93165 321.69397   6.33092 11.617 11.855 12.594 11.399 11.580 12.545 0.084 0.072 0.072 0.094 0.087 0.114 0.612 1.072 1.444 0.740 0333 98    NN
20392203+2742407 309.84189  27.71131  70.04813  -8.36303 11.617 11.933 12.659 11.533 11.767 12.566 0.070 0.060 0.049 0.074 0.066 0.061 0.440 1.090 1.353 0.720 0222 98    NN
06522711-4020282 103.11301 -40.34113 250.09003 -16.98811 11.618 11.970 12.734 11.555 11.851 12.604 0.070 0.039 0.040 0.070 0.043 0.046 0.103 1.201 1.433 0.340 0000 98    NN
07471814-3857327 116.82561 -38.95903 253.46140  -6.87368 11.618 11.800 12.516 11.529 11.747 12.395 0.077 0.054 0.048 0.082 0.065 0.060 0.734 1.025 1.304 0.660 0333 98    NN
14133965-4645525 213.41516 -46.76463 317.27148  13.80508 11.618 11.956 12.616 11.265 11.560 12.304 0.089 0.056 0.050 0.097 0.066 0.068 0.136 1.193 1.557 0.860 0333 98    NN
17051896-8210575 256.32922 -82.18269 310.55359 -23.43294 11.618 11.998 12.719 11.470 11.753 12.383 0.085 0.062 0.050 0.082 0.062 0.050 0.125 1.161 1.406 0.700 0333 98    NN
18502237+1041355 282.59320  10.69326  42.35362   5.08738 11.618 11.810 12.491 11.368 11.541 12.289 0.094 0.081 0.084 0.103 0.097 0.126 0.546 1.155 1.523 0.580 0334 98    NN
19531995-1308212 298.33322 -13.13930  27.82701 -19.56535 11.618 11.925 12.589 11.495 11.684 12.390 0.072 0.053 0.043 0.072 0.053 0.047 0.155 1.152 1.396 0.620 0333 98    NN
08374945-5522416 129.45601 -55.37827 272.01746  -8.56060 11.619 11.938 12.574 11.590 11.827 12.386 0.060 0.046 0.036 0.063 0.051 0.040 0.277 0.996 1.262 0.600 0333 98    NN
09462215-4226010 146.59244 -42.43356 270.30884   8.41959 11.619 11.906 12.664 11.495 11.787 12.420 0.075 0.054 0.053 0.076 0.063 0.060 0.512 1.064 1.332 0.940 0333 98    NN
03571475+4508244  59.31137  45.14020 153.88487  -6.27467 11.621 11.921 12.489 11.036 11.440 12.070 0.089 0.081 0.067 0.086 0.100 0.091 0.617 1.225 1.606 0.600 0333 98    NN
05485078+4455479  87.21167  44.93005 166.54265   8.74798 11.621 11.935 12.401 11.447 11.918 12.379 0.072 0.058 0.039 0.074 0.176 0.081 0.353 1.305 1.539 0.440 0343 98    NN
18161784-3537067 274.07446 -35.61852 357.34283  -8.92036 11.621 12.032 12.680 11.390 11.769 12.565 0.105 0.099 0.100 0.104 0.109 0.133 0.231 1.158 1.461 0.840 0122 98    NN
19551608+4904037 298.81699  49.06772  83.07407  10.61365 11.621 11.879 12.654 11.557 11.823 12.484 0.049 0.040 0.030 0.052 0.045 0.034 0.156 1.124 1.382 0.520 0000 98    NN
04255716+1343319  66.48817  13.72558 181.72458 -23.86056 11.622 11.937 12.710 11.529 11.876 12.647 0.057 0.046 0.044 0.058 0.056 0.057 0.688 1.212 1.439 0.400 0000 98    NN
07263927-2902051 111.66361 -29.03480 242.63885  -5.86629 11.622 11.955 12.691 11.462 11.715 12.490 0.080 0.053 0.050 0.079 0.055 0.058 0.355 1.130 1.400 0.500 0000 98    NN
13414674-5159403 205.44482 -51.99457 310.76459  10.10994 11.622 11.826 12.380 11.075 11.271 11.772 0.119 0.089 0.067 0.120 0.099 0.074 0.402 1.255 1.634 0.540 0222 98    NN
13544067-5433387 208.66946 -54.56072 312.09384   7.18220 11.622 11.664 12.458 11.074 11.594 12.269 0.109 0.075 0.073 0.120 0.136 0.130 0.417 1.393 1.869 0.640 0222 98    NN
21192561+6538307 319.85684  65.64185 103.30990  11.21580 11.622 11.913 12.642 11.520 11.719 12.486 0.063 0.055 0.047 0.066 0.060 0.057 0.593 1.064 1.335 0.500 0000 98    NN
04315502+2337463  67.97924  23.62959 174.53481 -16.46974 11.623 11.720 12.406 11.475 11.536 12.183 0.057 0.053 0.042 0.068 0.059 0.048 0.863 1.064 1.336 0.800 0000 98    NN
07354652-4028347 113.94395 -40.47626 253.73448  -9.54593 11.623 11.837 12.557 11.342 11.837 12.432 0.089 0.054 0.048 0.105 0.036 0.125 0.509 1.083 1.480 0.320 0000 98    NN
08215063-4820176 125.46107 -48.33821 264.78668  -6.50507 11.623 11.809 12.450 11.417 11.569 12.136 0.084 0.054 0.055 0.091 0.063 0.064 0.792 1.045 1.385 0.840 0000 98    NN
18372276+0900137 279.34485   9.00387  39.39486   7.19526 11.623 12.015 12.603 11.535 11.978 12.481 0.071 0.066 0.054 0.072 0.080 0.064 0.283 1.104 1.359 0.740 0222 98    NN
20552181+3618539 313.84088  36.31504  78.96564  -5.68743 11.623 11.950 12.870 11.530 11.701 12.694 0.063 0.047 0.052 0.063 0.049 0.062 0.392 1.294 1.509 0.260 0223 98    NN
07102902-4912241 107.62094 -49.20665 259.94492 -17.27428 11.624 11.960 12.679 11.557 11.750 12.322 0.060 0.038 0.035 0.059 0.038 0.041 0.101 1.114 1.298 0.340 0000 98    NN
07375510-3904509 114.47970 -39.08076 252.68120  -8.52861 11.624 12.024 12.822 11.543 11.858 12.515 0.080 0.056 0.054 0.085 0.063 0.058 0.483 1.121 1.383 0.500 0000 98    NN
10522406-4831212 163.10027 -48.52266 283.44391   9.79309 11.624 11.873 12.552 11.463 11.801 12.372 0.074 0.058 0.044 0.078 0.068 0.050 0.270 1.127 1.386 0.820 0333 98    NN
13395192-3949262 204.96634 -39.82390 312.94415  22.10449 11.624 11.976 12.737 11.395 11.858 12.689 0.074 0.046 0.043 0.074 0.058 0.062 0.064 1.170 1.483 0.860 0004 98    NN
03472525+4213515  56.85519  42.23101 154.37776  -9.64768 11.625 11.859 12.567 11.518 11.724 12.445 0.049 0.035 0.031 0.049 0.038 0.036 0.393 1.037 1.297 0.720 0000 98    NN
03492204+4707393  57.34187  47.12749 151.55377  -5.61479 11.625 11.979 12.619 11.395 11.964 12.465 0.052 0.042 0.036 0.058 0.064 0.053 0.502 1.111 1.496 0.420 0000 98    NN
03495415+4226321  57.47566  42.44226 154.60382  -9.19463 11.625 11.862 12.428 11.359 11.619 12.213 0.084 0.062 0.050 0.080 0.067 0.071 0.453 1.262 1.519 0.660 0111 98    NN
05571776+1130505  89.32404  11.51402 196.43021  -6.49337 11.625 11.927 12.665 11.501 11.729 12.528 0.074 0.045 0.045 0.074 0.048 0.053 0.375 1.179 1.418 0.520 0000 98    NN
11303939-5403152 172.66425 -54.05425 291.15189   6.95958 11.625 11.955 12.637 11.541 11.731 12.371 0.081 0.054 0.052 0.084 0.056 0.055 0.284 1.107 1.364 0.820 0000 98    NN
11392486-5212282 174.85355 -52.20779 291.87140   9.11044 11.625 11.991 12.683 11.355 11.752 12.442 0.081 0.069 0.054 0.084 0.083 0.069 0.184 1.176 1.519 0.660 0333 98    NN
15321260-4643443 233.05263 -46.72906 329.44421   7.69987 11.625 11.813 12.590 11.543 11.636 12.452 0.080 0.062 0.056 0.083 0.064 0.066 0.352 1.079 1.342 0.760 0333 98    NN
19521243+1137334 298.05194  11.62586  50.34130  -7.84855 11.625 12.872 13.564 11.571 12.828 13.545 0.092 0.146 0.130 0.140 0.206 0.189 0.267 1.243 1.442 0.480 0244 98    NN
04385245+3029122  69.71861  30.48671 170.21028 -10.83308 11.626 11.762 12.429 11.327 11.173 11.917 0.058 0.043 0.042 0.063 0.040 0.045 0.807 1.140 1.490 0.400 0000 98    NN
07123989-8717144 108.16702 -87.28740 299.90445 -26.84486 11.626 11.987 12.706 11.477 11.803 12.595 0.084 0.058 0.048 0.081 0.061 0.057 0.104 1.111 1.369 0.660 0333 98    NN
17155885-2342043 258.99527 -23.70118   0.76412   8.41859 11.627 11.876 12.576 11.541 11.845 12.545 0.078 0.078 0.085 0.083 0.100 0.116 0.832 0.973 1.248 0.720 0333 98    NN
20333908+0240597 308.41278   2.68330  47.73380 -21.23088 11.627 11.929 12.645 11.388 11.591 12.374 0.062 0.055 0.039 0.067 0.060 0.049 0.093 1.107 1.465 0.880 0333 98    NN
04443804+5541138  71.15858  55.68720 151.79372   6.48820 11.628 11.981 12.622 11.506 11.933 12.520 0.051 0.052 0.041 0.051 0.063 0.051 0.532 1.161 1.402 0.440 0333 98    NN
11350784-5110090 173.78253 -51.16910 290.92426   9.91489 11.628 11.977 12.605 11.448 11.913 12.370 0.077 0.066 0.047 0.078 0.084 0.054 0.181 1.107 1.408 0.800 0000 98    NN
07475426-3908067 116.97605 -39.13524 253.67384  -6.85907 11.629 11.863 12.536 11.473 11.710 12.280 0.102 0.067 0.070 0.104 0.077 0.078 0.716 1.104 1.364 0.900 0133 98    NN
15340523-6405403 233.52177 -64.09451 319.58548  -6.61606 11.629 12.027 12.570 11.185 11.919 12.017 0.109 0.096 0.081 0.146 0.201 0.127 0.252 1.167 1.632 0.680 0111 98    NN
20590023+5736504 314.75107  57.61398  95.61845   7.65554 11.629 11.963 12.696 11.344 11.881 12.597 0.098 0.080 0.075 0.112 0.128 0.128 0.880 1.083 1.460 0.840 0333 98    NN
06081880+4311148  92.07832  43.18738 169.78798  10.99290 11.630 11.928 12.563 11.415 11.679 12.336 0.056 0.040 0.032 0.061 0.048 0.041 0.225 1.090 1.450 0.720 0000 98    NN
08102122-2126266 122.58850 -21.44080 241.07146   6.48619 11.630 12.082 12.878 11.514 11.978 12.755 0.076 0.063 0.062 0.072 0.070 0.072 0.135 1.380 1.573 0.240 0000 98    NN
08270460-5222423 126.76930 -52.37838 268.62073  -8.10411 11.630 11.933 12.658 11.248 11.509 12.259 0.085 0.056 0.051 0.111 0.080 0.080 0.553 1.117 1.581 0.700 0333 98    NN
17041772-2703262 256.07382 -27.05724 356.45175   8.61319 11.630 12.005 12.589 11.535 11.973 12.538 0.097 0.092 0.090 0.098 0.115 0.113 0.308 1.176 1.413 0.560 0333 98    NN
19114702-0521294 287.94589  -5.35828  30.45717  -6.95784 11.630 11.930 12.658 11.528 11.842 12.429 0.083 0.068 0.070 0.088 0.082 0.079 0.592 1.029 1.301 0.720 0333 98    NN
03432972+1538181  55.87379  15.63840 172.43666 -30.24754 11.631 11.929 12.624 11.511 11.698 12.406 0.072 0.037 0.038 0.072 0.038 0.041 0.437 1.140 1.387 0.680 0000 98    NN
07524792-5333575 118.19965 -53.56601 266.91013 -13.12212 11.631 11.885 12.532 11.427 11.677 12.350 0.080 0.050 0.044 0.078 0.054 0.051 0.296 1.158 1.431 0.800 0333 98    NN
08450561-3350201 131.27325 -33.83886 255.70337   5.61444 11.631 11.795 12.500 11.358 11.465 12.271 0.097 0.054 0.051 0.099 0.058 0.065 0.354 1.124 1.469 0.780 0333 98    NN
17130678-2255350 258.27835 -22.92641   1.02846   9.40121 11.631 11.931 12.561 11.555 11.915 12.502 0.103 0.102 0.104 0.110 0.131 0.136 0.635 1.104 1.334 0.760 0333 98    NN
03180708+4659441  49.52959  46.99563 147.27551  -8.82514 11.632 11.902 12.615 11.529 11.723 12.392 0.050 0.044 0.036 0.052 0.048 0.041 0.446 1.124 1.374 0.480 0000 98    NN
05381628+1936162  84.56782  19.60443 187.07777  -6.32336 11.632 11.925 12.550 11.443 11.626 12.126 0.062 0.041 0.038 0.069 0.047 0.041 0.454 1.029 1.401 0.720 0000 98    NN
14481007-5026224 222.04190 -50.43946 321.21933   8.24115 11.632 11.931 12.739 11.507 11.693 12.629 0.090 0.056 0.060 0.091 0.058 0.075 0.412 1.111 1.366 0.700 0222 98    NN
17132551-0557326 258.35638  -5.95908  15.71221  18.64982 11.632 11.874 12.572 11.535 11.852 12.445 0.069 0.050 0.046 0.072 0.062 0.056 0.670 1.143 1.392 0.740 0000 98    NN
09295260-6210339 142.46925 -62.17613 281.64212  -7.95649 11.633 12.064 12.594 11.633 12.064 12.594 0.143 0.093 0.089 0.084 0.063 0.062 0.313 1.417 1.417 0.500 0222 98    NN
11364233-5303373 174.17654 -53.06034 291.71713   8.17644 11.633 11.957 12.624 11.533 11.896 12.400 0.068 0.058 0.045 0.071 0.071 0.050 0.269 1.021 1.304 0.820 0000 98    NN
15140876-5015027 228.53641 -50.25076 324.97302   6.41302 11.633 11.978 12.579 11.614 11.872 12.492 0.097 0.083 0.078 0.106 0.095 0.095 0.471 1.193 1.403 0.820 0222 98    NN
18530859-1738059 283.28583 -17.63502  17.31437  -8.30548 11.633 11.953 12.671 11.399 11.697 12.549 0.093 0.075 0.085 0.101 0.090 0.125 0.302 1.097 1.455 0.860 0333 98    NN
05491900+4654287  87.32930  46.90794 164.84291   9.79907 11.634 11.863 12.464 11.264 11.324 11.871 0.070 0.054 0.039 0.089 0.065 0.048 0.371 1.127 1.569 0.940 0111 98    NN
05582946+3753309  89.62285  37.89186 173.62152   6.84792 11.634 11.867 12.659 11.499 11.549 12.389 0.075 0.051 0.047 0.076 0.049 0.051 0.477 1.152 1.400 0.780 0000 98    NN
10590242-5024108 164.76013 -50.40292 285.25793   8.57166 11.634 11.833 12.515 11.564 11.724 12.304 0.060 0.045 0.040 0.063 0.050 0.043 0.322 0.978 1.251 0.720 0000 98    NN
20225291+2554188 305.72049  25.90524  66.41067  -6.41914 11.634 11.895 12.507 11.564 11.863 12.472 0.068 0.048 0.046 0.072 0.059 0.060 0.517 1.053 1.325 0.580 0222 98    NN
21403086+4441582 325.12860  44.69960  91.00063  -6.01355 11.634 11.881 12.519 11.371 11.537 12.109 0.081 0.070 0.064 0.082 0.073 0.067 0.436 1.164 1.470 0.820 0133 98    NN
22361380+5205024 339.05743  52.08408 102.84722  -5.43530 11.634 11.977 12.677 11.531 11.886 12.608 0.068 0.055 0.047 0.068 0.063 0.058 0.313 1.143 1.389 0.500 0333 98    NN
05161516+5330531  79.06324  53.51478 156.33704   8.80621 11.635 11.907 12.588 11.534 11.789 12.484 0.051 0.033 0.032 0.051 0.036 0.039 0.419 1.127 1.360 0.620 0000 98    NN
18421357-2404254 280.55661 -24.07357  10.33105  -8.82096 11.635 11.916 12.524 11.487 11.618 12.451 0.104 0.092 0.085 0.102 0.089 0.106 0.295 1.134 1.384 0.620 0222 98    NN
19512331+5511276 297.84720  55.19100  88.28879  14.06406 11.635 12.019 12.752 11.436 11.758 12.615 0.061 0.053 0.039 0.064 0.059 0.052 0.158 1.057 1.386 0.740 0133 98    NN
03423372+1350084  55.64050  13.83568 173.73593 -31.68269 11.636 12.119 13.001 11.519 11.962 12.889 0.069 0.040 0.046 0.068 0.045 0.057 0.347 1.248 1.466 0.380 0000 98    NN
04461378+2843145  71.55735  28.72067 172.63347 -10.74202 11.636 11.899 12.459 11.421 11.657 12.199 0.055 0.050 0.038 0.059 0.060 0.047 0.640 1.025 1.381 0.740 0331 98    NN
09313375-5959234 142.89079 -59.98982 280.27325  -6.23126 11.636 11.945 12.741 11.540 11.805 12.531 0.063 0.040 0.047 0.066 0.046 0.054 0.375 0.954 1.260 0.920 0333 98    NN
12495874-4907153 192.49478 -49.12090 302.68619  13.75016 11.636 11.948 12.616 11.149 11.536 12.376 0.079 0.050 0.044 0.107 0.082 0.088 0.114 1.146 1.622 0.840 0333 98    NN
